Model,Family,Candidate,Fold,AP,Params
LogReg,LogReg,10,4,0.3295343040797586,"{""C"":1.0,""penalty"":""l2""}"
LogReg,LogReg,11,1,0.03800159093390806,"{""C"":3.0,""penalty"":""l1""}"
LogReg,LogReg,11,2,0.2573001255263317,"{""C"":3.0,""penalty"":""l1""}"
LogReg,LogReg,11,3,0.15950119532209084,"{""C"":3.0,""penalty"":""l1""}"
LogReg,LogReg,11,4,0.3352716843655531,"{""C"":3.0,""penalty"":""l1""}"
LogReg,LogReg,12,1,0.03981109481575137,"{""C"":3.0,""penalty"":""l2""}"
LogReg,LogReg,12,2,0.21164309650388918,"{""C"":3.0,""penalty"":""l2""}"
LogReg,LogReg,12,3,0.36146399373378374,"{""C"":3.0,""penalty"":""l2""}"
LogReg,LogReg,12,4,0.30113636363636365,"{""C"":3.0,""penalty"":""l2""}"
XGBoost,XGBoost,1,1,0.17513829619092777,"{""colsample_bytree"":0.8,""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5,""n_estimators"":100,""reg_lambda"":1.0,""subsample"":1.0}"
XGBoost,XGBoost,1,2,0.46769230769230774,"{""colsample_bytree"":0.8,""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5,""n_estimators"":100,""reg_lambda"":1.0,""subsample"":1.0}"
XGBoost,XGBoost,1,3,0.17061435039792147,"{""colsample_bytree"":0.8,""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5,""n_estimators"":100,""reg_lambda"":1.0,""subsample"":1.0}"
XGBoost,XGBoost,1,4,0.3657009657009657,"{""colsample_bytree"":0.8,""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5,""n_estimators"":100,""reg_lambda"":1.0,""subsample"":1.0}"
XGBoost,XGBoost,2,1,0.5695238095238095,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_depth"":2,""min_child_weight"":3,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,2,2,0.3758147229114971,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_depth"":2,""min_child_weight"":3,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,2,3,0.09174019607843137,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_depth"":2,""min_child_weight"":3,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,2,4,0.49832489451476797,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_depth"":2,""min_child_weight"":3,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,3,1,0.492078032230704,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_depth"":2,""min_child_weight"":5,""n_estimators"":200,""reg_lambda"":5.0,""subsample"":1.0}"
XGBoost,XGBoost,3,2,0.6188741721854305,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_depth"":2,""min_child_weight"":5,""n_estimators"":200,""reg_lambda"":5.0,""subsample"":1.0}"
XGBoost,XGBoost,3,3,0.09849646226415094,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_depth"":2,""min_child_weight"":5,""n_estimators"":200,""reg_lambda"":5.0,""subsample"":1.0}"
XGBoost,XGBoost,3,4,0.5105691986620544,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_depth"":2,""min_child_weight"":5,""n_estimators"":200,""reg_lambda"":5.0,""subsample"":1.0}"
XGBoost,XGBoost,4,1,0.4081746031746032,"{""colsample_bytree"":0.8,""learning_rate"":0.1,""max_depth"":2,""min_child_weight"":5,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,4,2,0.47599290780141845,"{""colsample_bytree"":0.8,""learning_rate"":0.1,""max_depth"":2,""min_child_weight"":5,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,4,3,0.11888354700854702,"{""colsample_bytree"":0.8,""learning_rate"":0.1,""max_depth"":2,""min_child_weight"":5,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,4,4,0.5034073453428292,"{""colsample_bytree"":0.8,""learning_rate"":0.1,""max_depth"":2,""min_child_weight"":5,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,5,1,0.4846560846560847,"{""colsample_bytree"":0.8,""learning_rate"":0.1,""max_depth"":5,""min_child_weight"":5,""n_estimators"":100,""reg_lambda"":5.0,""subsample"":0.8}"
XGBoost,XGBoost,5,2,0.48617725289924457,"{""colsample_bytree"":0.8,""learning_rate"":0.1,""max_depth"":5,""min_child_weight"":5,""n_estimators"":100,""reg_lambda"":5.0,""subsample"":0.8}"
XGBoost,XGBoost,5,3,0.10754294464400846,"{""colsample_bytree"":0.8,""learning_rate"":0.1,""max_depth"":5,""min_child_weight"":5,""n_estimators"":100,""reg_lambda"":5.0,""subsample"":0.8}"
XGBoost,XGBoost,5,4,0.3907504709031427,"{""colsample_bytree"":0.8,""learning_rate"":0.1,""max_depth"":5,""min_child_weight"":5,""n_estimators"":100,""reg_lambda"":5.0,""subsample"":0.8}"
XGBoost,XGBoost,6,1,0.47733210186040376,"{""colsample_bytree"":1.0,""learning_rate"":0.03,""max_depth"":2,""min_child_weight"":3,""n_estimators"":350,""reg_lambda"":5.0,""subsample"":1.0}"
XGBoost,XGBoost,6,2,0.6188938381588716,"{""colsample_bytree"":1.0,""learning_rate"":0.03,""max_depth"":2,""min_child_weight"":3,""n_estimators"":350,""reg_lambda"":5.0,""subsample"":1.0}"
XGBoost,XGBoost,6,3,0.09767531509788147,"{""colsample_bytree"":1.0,""learning_rate"":0.03,""max_depth"":2,""min_child_weight"":3,""n_estimators"":350,""reg_lambda"":5.0,""subsample"":1.0}"
XGBoost,XGBoost,6,4,0.5056378483596828,"{""colsample_bytree"":1.0,""learning_rate"":0.03,""max_depth"":2,""min_child_weight"":3,""n_estimators"":350,""reg_lambda"":5.0,""subsample"":1.0}"
XGBoost,XGBoost,7,1,0.08085828959555419,"{""colsample_bytree"":1.0,""learning_rate"":0.03,""max_depth"":2,""min_child_weight"":5,""n_estimators"":100,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,7,2,0.5329459395094069,"{""colsample_bytree"":1.0,""learning_rate"":0.03,""max_depth"":2,""min_child_weight"":5,""n_estimators"":100,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,7,3,0.06762132320851881,"{""colsample_bytree"":1.0,""learning_rate"":0.03,""max_depth"":2,""min_child_weight"":5,""n_estimators"":100,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,7,4,0.41342779789740164,"{""colsample_bytree"":1.0,""learning_rate"":0.03,""max_depth"":2,""min_child_weight"":5,""n_estimators"":100,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,8,1,0.520899470899471,"{""colsample_bytree"":1.0,""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":1,""n_estimators"":200,""reg_lambda"":5.0,""subsample"":1.0}"
XGBoost,XGBoost,8,2,0.6246031746031746,"{""colsample_bytree"":1.0,""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":1,""n_estimators"":200,""reg_lambda"":5.0,""subsample"":1.0}"
XGBoost,XGBoost,8,3,0.11028758063641783,"{""colsample_bytree"":1.0,""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":1,""n_estimators"":200,""reg_lambda"":5.0,""subsample"":1.0}"
XGBoost,XGBoost,8,4,0.37227692888134317,"{""colsample_bytree"":1.0,""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":1,""n_estimators"":200,""reg_lambda"":5.0,""subsample"":1.0}"
XGBoost,XGBoost,9,1,0.4436575842458196,"{""colsample_bytree"":1.0,""learning_rate"":0.05,""max_depth"":2,""min_child_weight"":1,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":1.0}"
XGBoost,XGBoost,9,2,0.6003217503217504,"{""colsample_bytree"":1.0,""learning_rate"":0.05,""max_depth"":2,""min_child_weight"":1,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":1.0}"
XGBoost,XGBoost,9,3,0.05176501874394146,"{""colsample_bytree"":1.0,""learning_rate"":0.05,""max_depth"":2,""min_child_weight"":1,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":1.0}"
XGBoost,XGBoost,9,4,0.42336104236732447,"{""colsample_bytree"":1.0,""learning_rate"":0.05,""max_depth"":2,""min_child_weight"":1,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":1.0}"
XGBoost,XGBoost,10,1,0.16118919216376842,"{""colsample_bytree"":1.0,""learning_rate"":0.05,""max_depth"":5,""min_child_weight"":3,""n_estimators"":100,""reg_lambda"":5.0,""subsample"":0.8}"
XGBoost,XGBoost,10,2,0.47550781716195245,"{""colsample_bytree"":1.0,""learning_rate"":0.05,""max_depth"":5,""min_child_weight"":3,""n_estimators"":100,""reg_lambda"":5.0,""subsample"":0.8}"
XGBoost,XGBoost,10,3,0.15711403205349936,"{""colsample_bytree"":1.0,""learning_rate"":0.05,""max_depth"":5,""min_child_weight"":3,""n_estimators"":100,""reg_lambda"":5.0,""subsample"":0.8}"
XGBoost,XGBoost,10,4,0.4134350909651557,"{""colsample_bytree"":1.0,""learning_rate"":0.05,""max_depth"":5,""min_child_weight"":3,""n_estimators"":100,""reg_lambda"":5.0,""subsample"":0.8}"
XGBoost,XGBoost,11,1,0.4623456790123457,"{""colsample_bytree"":1.0,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":1.0}"
XGBoost,XGBoost,11,2,0.5446145667198299,"{""colsample_bytree"":1.0,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":1.0}"
XGBoost,XGBoost,11,3,0.08767757855124549,"{""colsample_bytree"":1.0,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":1.0}"
XGBoost,XGBoost,11,4,0.406337021148491,"{""colsample_bytree"":1.0,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":350,""reg_lambda"":1.0,""subsample"":1.0}"
XGBoost,XGBoost,12,1,0.4336986301369863,"{""colsample_bytree"":1.0,""learning_rate"":0.1,""max_depth"":5,""min_child_weight"":3,""n_estimators"":100,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,12,2,0.47393399248015594,"{""colsample_bytree"":1.0,""learning_rate"":0.1,""max_depth"":5,""min_child_weight"":3,""n_estimators"":100,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,12,3,0.13748751961203823,"{""colsample_bytree"":1.0,""learning_rate"":0.1,""max_depth"":5,""min_child_weight"":3,""n_estimators"":100,""reg_lambda"":1.0,""subsample"":0.8}"
XGBoost,XGBoost,12,4,0.38312863606981257,"{""colsample_bytree"":1.0,""learning_rate"":0.1,""max_depth"":5,""min_child_weight"":3,""n_estimators"":100,""reg_lambda"":1.0,""subsample"":0.8}"
